Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
SOLARINDS,Solar Industries India Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SOLARWORLD,Solarworld Energy Solutions Limited,Technology,Clean Energy,Solar Technology,Energy & Power
SOLEX,Solex Energy Limited,Technology,Clean Energy,Solar Technology,Energy & Power
SOMANYCERA,Somany Ceramics Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
SONAMLTD,SONAM LIMITED,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
SONATSOFTW,Sonata Software Limited,Technology,IT Services & Consulting,IT Services,IT
SOTL,Savita Oil Technologies Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banking,Banks - Regional,Banking & Finance
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Oil & Gas,Oil & Gas Equipment & Services,Oil & Gas
SPAL,S. P. Apparels Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
SPCENET,Spacenet Enterprises India Limited,Financial Services,Finance,Capital Markets,Banking & Finance
SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical,Hospitality,Restaurants,Hospitality & Travel
SPECTRUM,Spectrum Electrical Industries Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
SPENCERS,Spencer's Retail Limited,Consumer Cyclical,Retail,Retail,Consumer Goods
SPIC,Southern Petrochemicals Industries Corporation  Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
SPLIL,SPL Industries Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
SPLPETRO,Supreme Petrochem Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
SPMLINFRA,SPML Infra Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
SPORTKING,Sportking India Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
SREEL,Sreeleathers Limited,Consumer Cyclical,Retail,Footwear & Accessories,Textiles & Apparel
SRF,SRF Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SRGHFL,SRG Housing Finance Limited,Financial Services,Finance,Mortgage Finance,Banking & Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SRM,SRM Contractors Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
SRPL,Shree Ram Proteins Limited,Consumer Defensive,FMCG,Farm Products,FMCG
SSDL,Saraswati Saree Depot Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
SSWL,Steel Strips Wheels Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
STALLION,Stallion India Fluorochemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
STANLEY,Stanley Lifestyles Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
STAR,Strides Pharma Science Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
STARCEMENT,Star Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
STARPAPER,Star Paper Mills Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
STARTECK,Starteck Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
STCINDIA,The State Trading Corporation of India Limited,Industrials,Diversified,Conglomerates,Capital Goods
STEELCAS,Steelcast Limited,Basic Materials,Metals,Steel,Metals & Mining
STEELCITY,Steel City Securities Limited,Financial Services,Finance,Capital Markets,Banking & Finance
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Basic Materials,Metals,Steel,Metals & Mining
STEL,Stel Holdings Limited,Financial Services,Finance,Asset Management,Banking & Finance
STERTOOLS,Sterling Tools Limited,Industrials,Capital Goods,Tools & Accessories,Capital Goods
STLNETWORK,STL Networks Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
STLTECH,Sterlite Technologies Limited,Technology,Hardware,Hardware & Networking,IT
STOVEKRAFT,Stove Kraft Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
STUDDS,Studds Accessories Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
STYL,Seshaasai Technologies Limited,Technology,Software,Software - Infrastructure,IT
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
STYRENIX,Styrenix Performance Materials Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SUBEXLTD,Subex Limited,Technology,Software,Emerging Technologies,IT
SUBROS,Subros Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SUDEEPPHRM,Sudeep Pharma Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
SUKHJITS,Sukhjit Starch & Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
SULA,Sula Vineyards Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Chemicals,Chemicals,Chemicals
SUMIT,Sumit Woods Limited,Real Estate,Realty,Real Estate Development,Realty
SUMMITSEC,Summit Securities Limited,Financial Services,Finance,Capital Markets,Banking & Finance
SUNCLAY,Sundaram Clayton Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
SUNDARAM,Sundaram Multi Pap Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
SUNDROP,Sundrop Brands Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
SUNFLAG,Sunflag Iron And Steel Company Limited,Basic Materials,Metals,Steel,Metals & Mining
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
SUNTECK,Sunteck Realty Limited,Real Estate,Realty,Real Estate Development,Realty
SUNTV,Sun TV Network Limited,Communication Services,Media,Media & Entertainment,Media & Telecom
SUPERHOUSE,Superhouse Limited,Consumer Cyclical,Retail,Footwear & Accessories,Textiles & Apparel
SUPERSPIN,Super Spinning Mills Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
SUPREME,Supreme Holdings & Hospitality (India) Limited,Real Estate,Realty,Real Estate Development,Realty
SUPREMEENG,Supreme Engineering Limited,Basic Materials,Metals,Steel,Metals & Mining
SUPREMEIND,Supreme Industries Limited,Basic Materials,Chemicals,Petrochemicals,Chemicals
SUPREMEINF,Supreme Infrastructure India Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
SUPRIYA,Supriya Lifescience Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
SURAJEST,Suraj Estate Developers Limited,Real Estate,Realty,Real Estate Development,Realty
SURAJLTD,Suraj Limited,Basic Materials,Metals,Steel,Metals & Mining
SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
SURANASOL,Surana Solar Limited,Technology,Clean Energy,Solar Technology,Energy & Power
SURANAT&P,Surana Telecom and Power Limited,Utilities,Power,Independent Power Producers,Energy & Power
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SURYAROSNI,Surya Roshni Limited,Real Estate,Realty,Real Estate,Realty
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banking,Banks,Banking & Finance
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SUVEN,Suven Life Sciences Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
SUVIDHAA,Suvidhaa Infoserve Limited,Technology,IT Services & Consulting,IT Services,IT
SUYOG,Suyog Telematics Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
SVLL,Shree Vasu Logistics Limited,Industrials,Logistics,Trucking,Logistics
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
SWANCORP,SWAN CORP LIMITED,Basic Materials,Chemicals,Chemicals,Chemicals
SWANDEF,Swan Defence and Heavy Industries Limited,Industrials,Defence,Aerospace & Defence,Defence & Aerospace
SWARAJENG,Swaraj Engines Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
SWELECTES,Swelect Energy Systems Limited,Technology,Clean Energy,Solar Technology,Energy & Power
SWIGGY,Swiggy Limited,Technology,Software,Internet Services,IT
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,Clean Energy,Solar Technology,Energy & Power
SYMPHONY,Symphony Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
SYNGENE,Syngene International Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
SYRMA,Syrma SGS Technology Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
SYSTMTXC,Systematix Corporate Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
TAKE,Take Solutions Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
TANLA,Tanla Platforms Limited,Technology,Software,Software - Application,IT
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
TARAPUR,Tarapur Transformers Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
TARC,TARC Limited,Real Estate,Realty,Real Estate Development,Realty
TARIL,Transformers And Rectifiers (India) Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
TARMAT,Tarmat Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TARSONS,Tarsons Products Limited,Healthcare,Medical Devices,Medical Instruments & Supplies,Pharma & Healthcare
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
TATACAP,Tata Capital Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
TATACOMM,Tata Communications Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Consumer Defensive,FMCG,FMCG,FMCG
TATAELXSI,Tata Elxsi Limited,Technology,IT Services & Consulting,IT Services,IT
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Finance,Financial Services,Banking & Finance
TATAPOWER,Tata Power Company Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
TATASTEEL,Tata Steel Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
TATATECH,Tata Technologies Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
TBOTEK,TBO Tek Limited,Consumer Cyclical,Services,Consumer Services,Services
TBZ,Tribhovandas Bhimji Zaveri Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
TCI,Transport Corporation of India Limited,Industrials,Logistics,Logistics,Logistics
TCIEXP,TCI Express Limited,Industrials,Logistics,Logistics,Logistics
TCIFINANCE,TCI Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
TCS,Tata Consultancy Services Limited,Technology,IT Services & Consulting,IT Services,IT
TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
TEAMGTY,Team India Guaranty Limited,Financial Services,Finance,Asset Management,Banking & Finance
TEAMLEASE,Teamlease Services Limited,Industrials,Services,Staffing & Employment Services,Services
TECHM,Tech Mahindra Limited,Technology,IT Services & Consulting,IT Services,IT
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Financial Services,Finance,Shell Companies,Banking & Finance
TEGA,Tega Industries Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
TEJASNET,Tejas Networks Limited,Technology,Hardware,Hardware & Networking,IT
TEMBO,Tembo Global Industries Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
TENNIND,Tenneco Clean Air India Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
TERASOFT,Tera Software Limited,Technology,IT Services & Consulting,IT Services,IT
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate,Realty,Real Estate Services,Realty
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Logistics,Railroads,Logistics
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Finance,Credit Services,Banking & Finance
TFL,Transwarranty Finance Limited,Financial Services,Finance,Mortgage Finance,Banking & Finance
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
THEINVEST,The Investment Trust Of India Limited,Financial Services,Finance,Capital Markets,Banking & Finance
THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Services,Consumer Services,Services
THEMISMED,Themis Medicare Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
THERMAX,Thermax Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Cyclical,Hospitality,Travel & Tourism,Hospitality & Travel
THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
THYROCARE,Thyrocare Technologies Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
TI,Tilaknagar Industries Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
TICL,Twamev Construction and Infrastructure Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TIGERLOGS,Tiger Logistics (India) Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
TIIL,Technocraft Industries (India) Limited,Industrials,Capital Goods,Tools & Accessories,Capital Goods
TIINDIA,Tube Investments of India Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TIJARIA,Tijaria Polypipes Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
TIL,TIL Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
TIMETECHNO,Time Technoplast Limited,Basic Materials,Chemicals,Petrochemicals,Chemicals
TIMKEN,Timken India Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
TIPSFILMS,Tips Films Limited,Communication Services,Media,Entertainment,Media & Telecom
TIPSMUSIC,Tips Music Limited,Communication Services,Media,Entertainment,Media & Telecom
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
TIRUPATIFL,Tirupati Forge Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,Capital Goods,Capital Goods,Capital Goods
TITAN,Titan Company Limited,Consumer Cyclical,Retail,Retail,Consumer Goods
TMB,Tamilnad Mercantile Bank Limited,Financial Services,Banking,Banks - Regional,Banking & Finance
TMCV,Tata Motors Limited,Consumer Cyclical,Automobile,Automobile,Auto
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
TNPETRO,Tamilnadu PetroProducts Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
TNPL,Tamil Nadu Newsprint & Papers Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
TNTELE,Tamilnadu Telecommunication Limited,Technology,Hardware,Communication Equipment,IT
TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
TOLINS,Tolins Tyres Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
TORNTPOWER,Torrent Power Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
TOTAL,Total Transport Systems Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Media,Advertising Agencies,Media & Telecom
TPHQ,Teamo Productions HQ Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TPLPLASTEH,TPL Plastech Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
TRACXN,Tracxn Technologies Limited,Technology,Software,Software - Application,IT
TRANSRAILL,Transrail Lighting Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Industrials,Logistics,Marine Shipping,Logistics
TRAVELFOOD,Travel Food Services Limited,Consumer Cyclical,Hospitality,Hospitality,Hospitality & Travel
TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive,Education,Education & Training,Services
TREJHARA,TREJHARA SOLUTIONS LIMITED,Technology,Software,Software - Application,IT
TREL,Transindia Real Estate Limited,Real Estate,Realty,Real Estate Services,Realty
TRENT,Trent Limited,Consumer Cyclical,Retail,Retail,Consumer Goods
TRF,TRF Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
